date,time,home_team,score,away_team,attendance,venue,home_goals,away_goals
2014-08-30,15.5,Stuttgart,0–2,Köln,"55,000",Mercedes-Benz Arena,0.0,2.0
2014-08-30,15.5,Leverkusen,4–2,Hertha BSC,"27,819",BayArena,4.0,2.0
2014-08-30,15.5,Werder Bremen,1–1,Hoffenheim,"38,900",Weserstadion,1.0,1.0
2014-08-30,18.5,Schalke 04,1–1,Bayern Munich,"61,973",Veltins-Arena,1.0,1.0
2014-08-31,15.5,Mainz 05,0–0,Hannover 96,"27,647",Opel Arena,0.0,0.0
2014-08-31,17.5,Freiburg,0–0,M'Gladbach,"24,000",Schwarzwald-Stadion,0.0,0.0
,,,,,,,,
2014-09-12,20.5,Leverkusen,3–3,Werder Bremen,"30,210",BayArena,3.0,3.0
2014-09-13,15.5,Bayern Munich,2–0,Stuttgart,"71,000",Allianz Arena,2.0,0.0
2014-09-13,15.5,Hertha BSC,1–3,Mainz 05,"42,069",Olympiastadion Berlin,1.0,3.0
2014-09-13,15.5,Hoffenheim,1–1,Wolfsburg,"23,813",PreZero Arena,1.0,1.0
2014-09-13,15.5,Dortmund,3–1,Freiburg,"80,200",Signal Iduna Park,3.0,1.0
2014-09-13,15.5,Paderborn 07,0–0,Köln,"14,993",Benteler-Arena,0.0,0.0
2014-09-13,18.5,M'Gladbach,4–1,Schalke 04,"54,010",Stadion im Borussia-Park,4.0,1.0
2014-09-14,15.5,Eint Frankfurt,0–1,Augsburg,"43,500",Commerzbank-Arena,0.0,1.0
2014-09-14,17.5,Hannover 96,2–0,Hamburger SV,"49,000",HDI-Arena,2.0,0.0
,,,,,,,,
2014-09-19,20.5,Freiburg,2–2,Hertha BSC,"23,600",Schwarzwald-Stadion,2.0,2.0
2014-09-20,15.5,Stuttgart,0–2,Hoffenheim,"44,000",Mercedes-Benz Arena,0.0,2.0
2014-09-20,15.5,Schalke 04,2–2,Eint Frankfurt,"61,798",Veltins-Arena,2.0,2.0
2014-09-20,15.5,Hamburger SV,0–0,Bayern Munich,"57,000",Volksparkstadion,0.0,0.0
2014-09-20,15.5,Paderborn 07,2–0,Hannover 96,"15,000",Benteler-Arena,2.0,0.0
2014-09-20,15.5,Augsburg,4–2,Werder Bremen,"29,044",WWK Arena,4.0,2.0
2014-09-20,18.5,Mainz 05,2–0,Dortmund,"34,000",Opel Arena,2.0,0.0
2014-09-21,15.5,Wolfsburg,4–1,Leverkusen,"27,811",Volkswagen Arena,4.0,1.0
2014-09-21,17.5,Köln,0–0,M'Gladbach,"50,000",RheinEnergieSTADION,0.0,0.0
,,,,,,,,
2014-09-23,20.0,Eint Frankfurt,2–2,Mainz 05,"44,100",Commerzbank-Arena,2.0,2.0
2014-09-23,20.0,Bayern Munich,4–0,Paderborn 07,"71,000",Allianz Arena,4.0,0.0
2014-09-23,20.0,Werder Bremen,0–3,Schalke 04,"40,139",Weserstadion,0.0,3.0
2014-09-23,20.0,Hoffenheim,3–3,Freiburg,"24,872",PreZero Arena,3.0,3.0
2014-09-24,20.0,Hertha BSC,1–0,Wolfsburg,"35,847",Olympiastadion Berlin,1.0,0.0
2014-09-24,20.0,Leverkusen,1–0,Augsburg,"23,081",BayArena,1.0,0.0
2014-09-24,20.0,Dortmund,2–2,Stuttgart,"79,500",Signal Iduna Park,2.0,2.0
2014-09-24,20.0,M'Gladbach,1–0,Hamburger SV,"44,175",Stadion im Borussia-Park,1.0,0.0
2014-09-24,20.0,Hannover 96,1–0,Köln,"39,400",HDI-Arena,1.0,0.0
,,,,,,,,
2014-09-26,20.5,Mainz 05,0–0,Hoffenheim,"28,729",Opel Arena,0.0,0.0
2014-09-27,15.5,Köln,0–2,Bayern Munich,"50,000",RheinEnergieSTADION,0.0,2.0
2014-09-27,15.5,Schalke 04,2–1,Dortmund,"61,973",Veltins-Arena,2.0,1.0
2014-09-27,15.5,Paderborn 07,1–2,M'Gladbach,"15,000",Benteler-Arena,1.0,2.0
2014-09-27,15.5,Freiburg,0–0,Leverkusen,"23,500",Schwarzwald-Stadion,0.0,0.0
2014-09-27,15.5,Stuttgart,1–0,Hannover 96,"40,500",Mercedes-Benz Arena,1.0,0.0
2014-09-27,18.5,Wolfsburg,2–1,Werder Bremen,"29,117",Volkswagen Arena,2.0,1.0
2014-09-28,15.5,Augsburg,1–0,Hertha BSC,"28,532",WWK Arena,1.0,0.0
2014-09-28,17.5,Hamburger SV,1–2,Eint Frankfurt,"47,643",Volksparkstadion,1.0,2.0
,,,,,,,,
2014-10-03,20.5,Hertha BSC,3–2,Stuttgart,"46,312",Olympiastadion Berlin,3.0,2.0
2014-10-04,15.5,Werder Bremen,1–1,Freiburg,"40,029",Weserstadion,1.0,1.0
2014-10-04,15.5,Hoffenheim,2–1,Schalke 04,"30,000",PreZero Arena,2.0,1.0
2014-10-04,15.5,Bayern Munich,4–0,Hannover 96,"71,000",Allianz Arena,4.0,0.0
2014-10-04,15.5,Leverkusen,2–2,Paderborn 07,"30,210",BayArena,2.0,2.0
2014-10-04,15.5,Dortmund,0–1,Hamburger SV,"80,667",Signal Iduna Park,0.0,1.0
2014-10-04,18.5,Eint Frankfurt,3–2,Köln,"51,500",Commerzbank-Arena,3.0,2.0
2014-10-05,15.5,Wolfsburg,1–0,Augsburg,"25,734",Volkswagen Arena,1.0,0.0
2014-10-05,17.5,M'Gladbach,1–1,Mainz 05,"50,383",Stadion im Borussia-Park,1.0,1.0
,,,,,,,,
2014-10-18,15.5,Köln,2–1,Dortmund,"50,000",RheinEnergieSTADION,2.0,1.0
2014-10-18,15.5,Bayern Munich,6–0,Werder Bremen,"71,000",Allianz Arena,6.0,0.0
2014-10-18,15.5,Hannover 96,0–3,M'Gladbach,"49,000",HDI-Arena,0.0,3.0
2014-10-18,15.5,Mainz 05,2–1,Augsburg,"27,687",Opel Arena,2.0,1.0
2014-10-18,15.5,Stuttgart,3–3,Leverkusen,"40,900",Mercedes-Benz Arena,3.0,3.0
2014-10-18,15.5,Freiburg,1–2,Wolfsburg,"23,500",Schwarzwald-Stadion,1.0,2.0
2014-10-18,18.5,Schalke 04,2–0,Hertha BSC,"61,973",Veltins-Arena,2.0,0.0
2014-10-19,15.5,Hamburger SV,1–1,Hoffenheim,"49,003",Volksparkstadion,1.0,1.0
2014-10-19,17.5,Paderborn 07,3–1,Eint Frankfurt,"15,000",Benteler-Arena,3.0,1.0
,,,,,,,,
2014-10-24,20.5,Werder Bremen,0–1,Köln,"42,100",Weserstadion,0.0,1.0
2014-10-25,15.5,Hoffenheim,1–0,Paderborn 07,"25,712",PreZero Arena,1.0,0.0
2014-10-25,15.5,Dortmund,0–1,Hannover 96,"80,667",Signal Iduna Park,0.0,1.0
2014-10-25,15.5,Hertha BSC,3–0,Hamburger SV,"58,768",Olympiastadion Berlin,3.0,0.0
2014-10-25,15.5,Augsburg,2–0,Freiburg,"28,324",WWK Arena,2.0,0.0
2014-10-25,15.5,Eint Frankfurt,4–5,Stuttgart,"49,700",Commerzbank-Arena,4.0,5.0
2014-10-25,18.5,Leverkusen,1–0,Schalke 04,"30,210",BayArena,1.0,0.0
2014-10-26,15.5,Wolfsburg,3–0,Mainz 05,"26,238",Volkswagen Arena,3.0,0.0
2014-10-26,17.5,M'Gladbach,0–0,Bayern Munich,"54,010",Stadion im Borussia-Park,0.0,0.0
,,,,,,,,
2014-10-31,20.5,Schalke 04,1–0,Augsburg,"60,954",Veltins-Arena,1.0,0.0
2014-11-01,15.5,Stuttgart,0–4,Wolfsburg,"50,050",Mercedes-Benz Arena,0.0,4.0
2014-11-01,15.5,Mainz 05,1–2,Werder Bremen,"31,017",Opel Arena,1.0,2.0
2014-11-01,15.5,Hannover 96,1–0,Eint Frankfurt,"42,200",HDI-Arena,1.0,0.0
2014-11-01,15.5,Hamburger SV,1–0,Leverkusen,"52,990",Volksparkstadion,1.0,0.0
2014-11-01,18.5,Bayern Munich,2–1,Dortmund,"71,000",Allianz Arena,2.0,1.0
2014-11-02,15.5,M'Gladbach,3–1,Hoffenheim,"52,409",Stadion im Borussia-Park,3.0,1.0
2014-11-02,17.5,Köln,0–1,Freiburg,"46,500",RheinEnergieSTADION,0.0,1.0
2014-11-02,17.5,Paderborn 07,3–1,Hertha BSC,"14,630",Benteler-Arena,3.0,1.0
,,,,,,,,
2014-11-07,20.5,Hertha BSC,0–2,Hannover 96,"39,710",Olympiastadion Berlin,0.0,2.0
2014-11-08,15.5,Freiburg,2–0,Schalke 04,"24,000",Schwarzwald-Stadion,2.0,0.0
2014-11-08,15.5,Leverkusen,0–0,Mainz 05,"29,714",BayArena,0.0,0.0
2014-11-08,15.5,Hoffenheim,3–4,Köln,"30,150",PreZero Arena,3.0,4.0
2014-11-08,15.5,Augsburg,3–0,Paderborn 07,"27,755",WWK Arena,3.0,0.0
2014-11-08,15.5,Eint Frankfurt,0–4,Bayern Munich,"51,500",Commerzbank-Arena,0.0,4.0
2014-11-08,18.5,Werder Bremen,2–0,Stuttgart,"40,284",Weserstadion,2.0,0.0
2014-11-09,15.5,Wolfsburg,2–0,Hamburger SV,"30,000",Volkswagen Arena,2.0,0.0
2014-11-09,17.5,Dortmund,1–0,M'Gladbach,"80,667",Signal Iduna Park,1.0,0.0
,,,,,,,,
2014-11-22,15.5,Hannover 96,1–3,Leverkusen,"40,800",HDI-Arena,1.0,3.0
2014-11-22,15.5,Schalke 04,3–2,Wolfsburg,"60,989",Veltins-Arena,3.0,2.0
2014-11-22,15.5,Mainz 05,2–2,Freiburg,"28,157",Opel Arena,2.0,2.0
2014-11-22,15.5,M'Gladbach,1–3,Eint Frankfurt,"54,010",Stadion im Borussia-Park,1.0,3.0
2014-11-22,15.5,Paderborn 07,2–2,Dortmund,"15,000",Benteler-Arena,2.0,2.0
2014-11-22,15.5,Bayern Munich,4–0,Hoffenheim,"71,000",Allianz Arena,4.0,0.0
2014-11-22,18.5,Köln,1–2,Hertha BSC,"49,200",RheinEnergieSTADION,1.0,2.0
2014-11-23,15.5,Hamburger SV,2–0,Werder Bremen,"57,000",Volksparkstadion,2.0,0.0
2014-11-23,17.5,Stuttgart,0–1,Augsburg,"48,200",Mercedes-Benz Arena,0.0,1.0
,,,,,,,,
2014-11-28,20.5,Freiburg,1–4,Stuttgart,"24,000",Schwarzwald-Stadion,1.0,4.0
2014-11-29,15.5,Schalke 04,4–1,Mainz 05,"60,904",Veltins-Arena,4.0,1.0
2014-11-29,15.5,Leverkusen,5–1,Köln,"30,210",BayArena,5.0,1.0
2014-11-29,15.5,Augsburg,3–1,Hamburger SV,"30,321",WWK Arena,3.0,1.0
2014-11-29,15.5,Hertha BSC,0–1,Bayern Munich,"76,195",Olympiastadion Berlin,0.0,1.0
2014-11-29,15.5,Werder Bremen,4–0,Paderborn 07,"41,800",Weserstadion,4.0,0.0
2014-11-29,18.5,Hoffenheim,4–3,Hannover 96,"22,716",PreZero Arena,4.0,3.0
2014-11-30,15.5,Wolfsburg,1–0,M'Gladbach,"30,000",Volkswagen Arena,1.0,0.0
2014-11-30,17.5,Eint Frankfurt,2–0,Dortmund,"51,500",Commerzbank-Arena,2.0,0.0
,,,,,,,,
2014-12-05,20.5,Dortmund,1–0,Hoffenheim,"80,000",Signal Iduna Park,1.0,0.0
2014-12-06,15.5,Köln,1–2,Augsburg,"48,500",RheinEnergieSTADION,1.0,2.0
2014-12-06,15.5,Hannover 96,1–3,Wolfsburg,"41,400",HDI-Arena,1.0,3.0
2014-12-06,15.5,Stuttgart,0–4,Schalke 04,"44,700",Mercedes-Benz Arena,0.0,4.0
2014-12-06,15.5,Paderborn 07,1–1,Freiburg,"14,738",Benteler-Arena,1.0,1.0
2014-12-06,15.5,M'Gladbach,3–2,Hertha BSC,"50,190",Stadion im Borussia-Park,3.0,2.0
2014-12-06,18.5,Bayern Munich,1–0,Leverkusen,"71,000",Allianz Arena,1.0,0.0
2014-12-07,15.5,Hamburger SV,2–1,Mainz 05,"45,968",Volksparkstadion,2.0,1.0
2014-12-07,17.5,Eint Frankfurt,5–2,Werder Bremen,"46,800",Commerzbank-Arena,5.0,2.0
,,,,,,,,
2014-12-12,20.5,Hoffenheim,3–2,Eint Frankfurt,"28,331",PreZero Arena,3.0,2.0
2014-12-13,15.5,Werder Bremen,3–3,Hannover 96,"40,932",Weserstadion,3.0,3.0
2014-12-13,15.5,Freiburg,0–0,Hamburger SV,"24,000",Schwarzwald-Stadion,0.0,0.0
2014-12-13,15.5,Schalke 04,1–2,Köln,"61,516",Veltins-Arena,1.0,2.0
2014-12-13,15.5,Hertha BSC,1–0,Dortmund,"75,254",Olympiastadion Berlin,1.0,0.0
2014-12-13,15.5,Augsburg,0–4,Bayern Munich,"30,660",WWK Arena,0.0,4.0
2014-12-13,18.5,Mainz 05,1–1,Stuttgart,"29,279",Opel Arena,1.0,1.0
2014-12-14,15.5,Leverkusen,1–1,M'Gladbach,"30,210",BayArena,1.0,1.0
2014-12-14,17.5,Wolfsburg,1–1,Paderborn 07,"26,044",Volkswagen Arena,1.0,1.0
,,,,,,,,
2014-12-16,20.0,Bayern Munich,2–0,Freiburg,"71,000",Allianz Arena,2.0,0.0
2014-12-16,20.0,Köln,0–0,Mainz 05,"42,900",RheinEnergieSTADION,0.0,0.0
2014-12-16,20.0,Hannover 96,2–0,Augsburg,"30,800",HDI-Arena,2.0,0.0
2014-12-16,20.0,Hamburger SV,0–1,Stuttgart,"48,223",Volksparkstadion,0.0,1.0
2014-12-17,20.0,Hoffenheim,0–1,Leverkusen,"24,731",PreZero Arena,0.0,1.0
2014-12-17,20.0,M'Gladbach,4–1,Werder Bremen,"44,513",Stadion im Borussia-Park,4.0,1.0
2014-12-17,20.0,Eint Frankfurt,4–4,Hertha BSC,"40,200",Commerzbank-Arena,4.0,4.0
2014-12-17,20.0,Paderborn 07,1–2,Schalke 04,"15,000",Benteler-Arena,1.0,2.0
2014-12-17,20.0,Dortmund,2–2,Wolfsburg,"80,467",Signal Iduna Park,2.0,2.0
,,,,,,,,
2014-12-19,20.5,Mainz 05,1–2,Bayern Munich,"34,000",Opel Arena,1.0,2.0
2014-12-20,15.5,Werder Bremen,2–1,Dortmund,"42,100",Weserstadion,2.0,1.0
2014-12-20,15.5,Leverkusen,1–1,Eint Frankfurt,"30,210",BayArena,1.0,1.0
2014-12-20,15.5,Augsburg,2–1,M'Gladbach,"30,660",WWK Arena,2.0,1.0
2014-12-20,15.5,Schalke 04,0–0,Hamburger SV,"61,973",Veltins-Arena,0.0,0.0
2014-12-20,15.5,Stuttgart,0–0,Paderborn 07,"55,000",Mercedes-Benz Arena,0.0,0.0
2014-12-20,18.5,Wolfsburg,2–1,Köln,"26,824",Volkswagen Arena,2.0,1.0
2014-12-21,15.5,Hertha BSC,0–5,Hoffenheim,"39,604",Olympiastadion Berlin,0.0,5.0
2014-12-21,17.5,Freiburg,2–2,Hannover 96,"23,550",Schwarzwald-Stadion,2.0,2.0
,,,,,,,,
2015-01-30,20.5,Wolfsburg,4–1,Bayern Munich,"30,000",Volkswagen Arena,4.0,1.0
2015-01-31,15.5,Freiburg,4–1,Eint Frankfurt,"24,000",Schwarzwald-Stadion,4.0,1.0
2015-01-31,15.5,Mainz 05,5–0,Paderborn 07,"27,114",Opel Arena,5.0,0.0
2015-01-31,15.5,Schalke 04,1–0,Hannover 96,"61,646",Veltins-Arena,1.0,0.0
2015-01-31,15.5,Stuttgart,0–1,M'Gladbach,"46,200",Mercedes-Benz Arena,0.0,1.0
2015-01-31,15.5,Hamburger SV,0–2,Köln,"56,053",Volksparkstadion,0.0,2.0
2015-01-31,18.5,Leverkusen,0–0,Dortmund,"30,210",BayArena,0.0,0.0
2015-02-01,15.5,Werder Bremen,2–0,Hertha BSC,"40,187",Weserstadion,2.0,0.0
2015-02-01,17.5,Augsburg,3–1,Hoffenheim,"27,090",WWK Arena,3.0,1.0
,,,,,,,,
2015-02-03,20.0,Bayern Munich,1–1,Schalke 04,"75,000",Allianz Arena,1.0,1.0
2015-02-03,20.0,Eint Frankfurt,1–1,Wolfsburg,"34,400",Commerzbank-Arena,1.0,1.0
2015-02-03,20.0,Hannover 96,1–1,Mainz 05,"30,500",HDI-Arena,1.0,1.0
2015-02-03,20.0,M'Gladbach,1–0,Freiburg,"37,091",Stadion im Borussia-Park,1.0,0.0
2015-02-04,20.0,Dortmund,0–1,Augsburg,"80,667",Signal Iduna Park,0.0,1.0
2015-02-04,20.0,Hertha BSC,0–1,Leverkusen,"34,636",Olympiastadion Berlin,0.0,1.0
2015-02-04,20.0,Paderborn 07,0–3,Hamburger SV,"15,000",Benteler-Arena,0.0,3.0
2015-02-04,20.0,Köln,0–0,Stuttgart,"48,400",RheinEnergieSTADION,0.0,0.0
2015-02-04,20.0,Hoffenheim,1–2,Werder Bremen,"23,631",PreZero Arena,1.0,2.0
,,,,,,,,
2015-02-06,20.5,Schalke 04,1–0,M'Gladbach,"61,973",Veltins-Arena,1.0,0.0
2015-02-07,15.5,Freiburg,0–3,Dortmund,"24,000",Schwarzwald-Stadion,0.0,3.0
2015-02-07,15.5,Köln,0–0,Paderborn 07,"49,500",RheinEnergieSTADION,0.0,0.0
2015-02-07,15.5,Mainz 05,0–2,Hertha BSC,"26,756",Opel Arena,0.0,2.0
2015-02-07,15.5,Wolfsburg,3–0,Hoffenheim,"26,356",Volkswagen Arena,3.0,0.0
2015-02-07,15.5,Stuttgart,0–2,Bayern Munich,"60,000",Mercedes-Benz Arena,0.0,2.0
2015-02-07,18.5,Hamburger SV,2–1,Hannover 96,"51,779",Volksparkstadion,2.0,1.0
2015-02-08,15.5,Werder Bremen,2–1,Leverkusen,"39,653",Weserstadion,2.0,1.0
2015-02-08,17.5,Augsburg,2–2,Eint Frankfurt,"27,122",WWK Arena,2.0,2.0
,,,,,,,,
2015-02-13,20.5,Dortmund,4–2,Mainz 05,"80,200",Signal Iduna Park,4.0,2.0
2015-02-14,15.5,Leverkusen,4–5,Wolfsburg,"29,227",BayArena,4.0,5.0
2015-02-14,15.5,Werder Bremen,3–2,Augsburg,"39,746",Weserstadion,3.0,2.0
2015-02-14,15.5,Bayern Munich,8–0,Hamburger SV,"75,000",Allianz Arena,8.0,0.0
2015-02-14,15.5,M'Gladbach,1–0,Köln,"54,010",Stadion im Borussia-Park,1.0,0.0
2015-02-14,15.5,Hoffenheim,2–1,Stuttgart,"29,309",PreZero Arena,2.0,1.0
2015-02-14,18.5,Eint Frankfurt,1–0,Schalke 04,"50,400",Commerzbank-Arena,1.0,0.0
2015-02-15,15.5,Hertha BSC,0–2,Freiburg,"38,000",Olympiastadion Berlin,0.0,2.0
2015-02-15,17.5,Hannover 96,1–2,Paderborn 07,"38,300",HDI-Arena,1.0,2.0
,,,,,,,,
2015-02-20,20.5,Stuttgart,2–3,Dortmund,"60,000",Mercedes-Benz Arena,2.0,3.0
2015-02-21,15.5,Paderborn 07,0–6,Bayern Munich,"15,000",Benteler-Arena,0.0,6.0
2015-02-21,15.5,Mainz 05,3–1,Eint Frankfurt,"33,237",Opel Arena,3.0,1.0
2015-02-21,15.5,Augsburg,2–2,Leverkusen,"28,154",WWK Arena,2.0,2.0
2015-02-21,15.5,Freiburg,1–1,Hoffenheim,"23,800",Schwarzwald-Stadion,1.0,1.0
2015-02-21,15.5,Schalke 04,1–1,Werder Bremen,"61,973",Veltins-Arena,1.0,1.0
2015-02-21,18.5,Köln,1–1,Hannover 96,"47,300",RheinEnergieSTADION,1.0,1.0
2015-02-22,15.5,Hamburger SV,1–1,M'Gladbach,"52,105",Volksparkstadion,1.0,1.0
2015-02-22,17.5,Wolfsburg,2–1,Hertha BSC,"27,683",Volkswagen Arena,2.0,1.0
,,,,,,,,
2015-02-27,20.5,Bayern Munich,4–1,Köln,"75,000",Allianz Arena,4.0,1.0
2015-02-28,15.5,Hertha BSC,1–0,Augsburg,"36,015",Olympiastadion Berlin,1.0,0.0
2015-02-28,15.5,Hoffenheim,2–0,Mainz 05,"24,310",PreZero Arena,2.0,0.0
2015-02-28,15.5,Leverkusen,1–0,Freiburg,"28,624",BayArena,1.0,0.0
2015-02-28,15.5,Hannover 96,1–1,Stuttgart,"40,200",HDI-Arena,1.0,1.0
2015-02-28,15.5,Dortmund,3–0,Schalke 04,"79,500",Signal Iduna Park,3.0,0.0
2015-02-28,18.5,Eint Frankfurt,2–1,Hamburger SV,"50,500",Commerzbank-Arena,2.0,1.0
2015-03-01,15.5,M'Gladbach,2–0,Paderborn 07,"53,152",Stadion im Borussia-Park,2.0,0.0
2015-03-01,17.5,Werder Bremen,3–5,Wolfsburg,"40,126",Weserstadion,3.0,5.0
,,,,,,,,
2015-03-06,20.5,Stuttgart,0–0,Hertha BSC,"45,420",Mercedes-Benz Arena,0.0,0.0
2015-03-07,15.5,Hannover 96,1–3,Bayern Munich,"49,000",HDI-Arena,1.0,3.0
2015-03-07,15.5,Freiburg,0–1,Werder Bremen,"24,000",Schwarzwald-Stadion,0.0,1.0
2015-03-07,15.5,Schalke 04,3–1,Hoffenheim,"60,607",Veltins-Arena,3.0,1.0
2015-03-07,15.5,Hamburger SV,0–0,Dortmund,"57,000",Volksparkstadion,0.0,0.0
2015-03-07,15.5,Augsburg,1–0,Wolfsburg,"28,721",WWK Arena,1.0,0.0
2015-03-07,18.5,Mainz 05,2–2,M'Gladbach,"34,000",Opel Arena,2.0,2.0
2015-03-08,15.5,Köln,4–2,Eint Frankfurt,"50,000",RheinEnergieSTADION,4.0,2.0
2015-03-08,17.5,Paderborn 07,0–3,Leverkusen,"14,905",Benteler-Arena,0.0,3.0
,,,,,,,,
2015-03-13,20.5,Leverkusen,4–0,Stuttgart,"29,384",BayArena,4.0,0.0
2015-03-14,15.5,Hertha BSC,2–2,Schalke 04,"59,156",Olympiastadion Berlin,2.0,2.0
2015-03-14,15.5,Eint Frankfurt,4–0,Paderborn 07,"46,000",Commerzbank-Arena,4.0,0.0
2015-03-14,15.5,Werder Bremen,0–4,Bayern Munich,"42,100",Weserstadion,0.0,4.0
2015-03-14,15.5,Hoffenheim,3–0,Hamburger SV,"30,150",PreZero Arena,3.0,0.0
2015-03-14,15.5,Augsburg,0–2,Mainz 05,"28,359",WWK Arena,0.0,2.0
2015-03-14,18.5,Dortmund,0–0,Köln,"80,667",Signal Iduna Park,0.0,0.0
2015-03-15,15.5,Wolfsburg,3–0,Freiburg,"26,538",Volkswagen Arena,3.0,0.0
2015-03-15,17.5,M'Gladbach,2–0,Hannover 96,"49,134",Stadion im Borussia-Park,2.0,0.0
,,,,,,,,
2015-03-20,20.5,Hamburger SV,0–1,Hertha BSC,"53,640",Volksparkstadion,0.0,1.0
2015-03-21,15.5,Köln,1–1,Werder Bremen,"50,000",RheinEnergieSTADION,1.0,1.0
2015-03-21,15.5,Paderborn 07,0–0,Hoffenheim,"14,401",Benteler-Arena,0.0,0.0
2015-03-21,15.5,Hannover 96,2–3,Dortmund,"49,000",HDI-Arena,2.0,3.0
2015-03-21,15.5,Freiburg,2–0,Augsburg,"23,700",Schwarzwald-Stadion,2.0,0.0
2015-03-21,15.5,Stuttgart,3–1,Eint Frankfurt,"48,500",Mercedes-Benz Arena,3.0,1.0
2015-03-21,18.5,Schalke 04,0–1,Leverkusen,"61,973",Veltins-Arena,0.0,1.0
2015-03-22,15.5,Mainz 05,1–1,Wolfsburg,"32,236",Opel Arena,1.0,1.0
2015-03-22,17.5,Bayern Munich,0–2,M'Gladbach,"75,000",Allianz Arena,0.0,2.0
,,,,,,,,
2015-04-04,15.5,Hoffenheim,1–4,M'Gladbach,"30,150",PreZero Arena,1.0,4.0
2015-04-04,15.5,Werder Bremen,0–0,Mainz 05,"41,000",Weserstadion,0.0,0.0
2015-04-04,15.5,Freiburg,1–0,Köln,"23,800",Schwarzwald-Stadion,1.0,0.0
2015-04-04,15.5,Eint Frankfurt,2–2,Hannover 96,"49,600",Commerzbank-Arena,2.0,2.0
2015-04-04,15.5,Leverkusen,4–0,Hamburger SV,"30,210",BayArena,4.0,0.0
2015-04-04,15.5,Wolfsburg,3–1,Stuttgart,"30,000",Volkswagen Arena,3.0,1.0
2015-04-04,18.5,Dortmund,0–1,Bayern Munich,"80,667",Signal Iduna Park,0.0,1.0
2015-04-05,15.5,Augsburg,0–0,Schalke 04,"30,660",WWK Arena,0.0,0.0
2015-04-05,17.5,Hertha BSC,2–0,Paderborn 07,"44,031",Olympiastadion Berlin,2.0,0.0
,,,,,,,,
2015-04-10,20.5,Hannover 96,1–1,Hertha BSC,"46,000",HDI-Arena,1.0,1.0
2015-04-11,15.5,Schalke 04,0–0,Freiburg,"61,471",Veltins-Arena,0.0,0.0
2015-04-11,15.5,M'Gladbach,3–1,Dortmund,"54,010",Stadion im Borussia-Park,3.0,1.0
2015-04-11,15.5,Bayern Munich,3–0,Eint Frankfurt,"75,000",Allianz Arena,3.0,0.0
2015-04-11,15.5,Paderborn 07,2–1,Augsburg,"14,446",Benteler-Arena,2.0,1.0
2015-04-11,15.5,Mainz 05,2–3,Leverkusen,"31,578",Opel Arena,2.0,3.0
2015-04-11,18.5,Hamburger SV,0–2,Wolfsburg,"57,000",Volksparkstadion,0.0,2.0
2015-04-12,15.5,Köln,3–2,Hoffenheim,"45,000",RheinEnergieSTADION,3.0,2.0
2015-04-12,17.5,Stuttgart,3–2,Werder Bremen,"51,330",Mercedes-Benz Arena,3.0,2.0
,,,,,,,,
2015-04-17,20.5,Eint Frankfurt,0–0,M'Gladbach,"51,500",Commerzbank-Arena,0.0,0.0
2015-04-18,15.5,Leverkusen,4–0,Hannover 96,"29,482",BayArena,4.0,0.0
2015-04-18,15.5,Hertha BSC,0–0,Köln,"51,203",Olympiastadion Berlin,0.0,0.0
2015-04-18,15.5,Dortmund,3–0,Paderborn 07,"80,667",Signal Iduna Park,3.0,0.0
2015-04-18,15.5,Hoffenheim,0–2,Bayern Munich,"30,150",PreZero Arena,0.0,2.0
2015-04-18,15.5,Freiburg,2–3,Mainz 05,"24,000",Schwarzwald-Stadion,2.0,3.0
2015-04-18,18.5,Augsburg,2–1,Stuttgart,"30,660",WWK Arena,2.0,1.0
2015-04-19,15.5,Werder Bremen,1–0,Hamburger SV,"42,100",Weserstadion,1.0,0.0
2015-04-19,17.5,Wolfsburg,1–1,Schalke 04,"30,000",Volkswagen Arena,1.0,1.0
,,,,,,,,
2015-04-24,20.5,Mainz 05,2–0,Schalke 04,"34,000",Opel Arena,2.0,0.0
2015-04-25,15.5,Köln,1–1,Leverkusen,"45,600",RheinEnergieSTADION,1.0,1.0
2015-04-25,15.5,Hannover 96,1–2,Hoffenheim,"46,200",HDI-Arena,1.0,2.0
2015-04-25,15.5,Hamburger SV,3–2,Augsburg,"51,321",Volksparkstadion,3.0,2.0
2015-04-25,15.5,Dortmund,2–0,Eint Frankfurt,"80,667",Signal Iduna Park,2.0,0.0
2015-04-25,15.5,Stuttgart,2–2,Freiburg,"58,000",Mercedes-Benz Arena,2.0,2.0
2015-04-25,18.5,Bayern Munich,1–0,Hertha BSC,"75,000",Allianz Arena,1.0,0.0
2015-04-26,15.5,Paderborn 07,2–2,Werder Bremen,"15,000",Benteler-Arena,2.0,2.0
2015-04-26,17.5,M'Gladbach,1–0,Wolfsburg,"52,147",Stadion im Borussia-Park,1.0,0.0
,,,,,,,,
2015-05-02,15.5,Augsburg,0–0,Köln,"29,185",WWK Arena,0.0,0.0
2015-05-02,15.5,Wolfsburg,2–2,Hannover 96,"29,514",Volkswagen Arena,2.0,2.0
2015-05-02,15.5,Freiburg,1–2,Paderborn 07,"24,000",Schwarzwald-Stadion,1.0,2.0
2015-05-02,15.5,Werder Bremen,1–0,Eint Frankfurt,"42,100",Weserstadion,1.0,0.0
2015-05-02,15.5,Schalke 04,3–2,Stuttgart,"61,973",Veltins-Arena,3.0,2.0
